ID;ILLUM;HUMID;CO2;SOUND;TEMP;RYTHM
2104;548.19;69.08;457.17;33.68;23.96;78.66
2105;479.45;64.01;557.52;27.21;19.49;83.17
2106;517.59;65.38;552.71;34.19;20.96;88.12
2107;414.04;72.57;480.39;24.74;21.04;67.66
2108;487.63;64.29;461.93;29.37;19.88;82.31
2109;390.29;67.92;486.46;24.15;18.94;76.52
2110;501.52;74.62;419.97;23.51;21.12;86.77
2111;389.35;63.37;497.83;27.65;19.21;77.37
2112;418.24;70.02;450.05;22.88;17.46;71.74
2113;516.82;69.1;489.23;33.65;20.98;81.9
2114;484.76;66.96;468.81;27.31;23.29;88.07
2115;577.31;68.29;500.35;32.13;18.31;90.19
2116;369.01;71.35;502.91;30.12;18.78;81.91
2117;643.93;69.05;474.79;18.1;19.6;81.51
2118;341.22;69.25;501.54;34.68;21.44;78.39
2119;391.0;68.79;478.2;27.69;18.78;70.22
2120;403.22;70.41;512.21;19.83;21.14;81.69
2121;379.17;72.17;536.29;29.56;22.78;79.4
2122;580.5;62.82;510.92;20.68;23.79;86.82
2123;439.5;66.71;542.96;31.61;21.44;84.42
2124;399.12;67.57;524.42;24.36;17.19;80.87
2125;412.92;69.4;539.2;25.2;17.75;75.54
2126;469.85;66.44;475.39;38.93;18.84;81.13
2127;415.7;72.32;512.19;22.33;21.7;79.59
2128;430.03;72.39;460.58;25.55;22.71;80.89
2129;462.86;58.93;470.23;34.78;21.87;79.25
2130;355.58;67.35;583.78;27.7;20.5;88.51
2131;335.33;69.17;491.16;23.28;22.63;87.49
2132;471.62;78.06;425.63;19.95;18.69;73.57
2133;361.55;66.59;484.78;32.54;20.61;73.03
2134;512.27;66.7;492.2;34.67;21.45;87.1
2135;524.36;57.73;478.4;32.15;20.12;81.01
2136;675.57;70.7;455.73;25.17;17.66;76.31
2137;392.62;70.81;537.19;35.37;15.57;78.88
2138;435.02;59.22;466.5;36.42;20.05;86.61
2139;549.73;63.93;542.56;49.42;20.02;86.63
2140;416.55;69.46;612.81;28.42;21.38;86.95
2141;555.58;76.75;583.69;36.48;18.68;89.08
2142;613.28;61.9;423.45;28.11;21.2;73.46
2143;538.41;59.58;450.7;25.31;22.12;87.53
2144;265.12;68.81;426.82;31.84;17.87;79.96
2145;424.42;65.56;460.11;30.05;18.61;78.41
2146;520.02;63.47;521.67;43.34;20.11;88.51
2147;687.12;65.44;404.83;21.26;19.61;76.24
2148;261.27;64.19;565.28;27.87;19.96;87.35
2149;516.97;73.18;402.4;22.22;19.96;70.19
2150;452.62;69.33;500.96;36.17;22.3;90.01
2151;359.34;71.39;471.89;26.74;21.07;70.55
2152;506.34;60.83;501.74;25.96;20.54;86.79
2153;464.29;65.26;472.08;25.56;18.17;76.16
2154;354.48;70.89;509.79;28.09;22.64;80.97
2155;430.82;63.9;516.25;24.77;15.74;67.94
2156;555.79;55.93;470.79;43.3;16.41;68.04
2157;415.99;65.52;543.38;18.3;19.39;93.01
2158;425.31;62.8;452.3;27.64;21.94;76.5
2159;545.29;80.94;482.64;21.23;18.77;91.29
2160;476.9;70.41;482.81;30.48;19.22;86.93
2161;426.92;61.73;489.35;32.75;19.16;82.53
2162;403.96;69.17;490.36;34.68;17.26;86.49
2163;406.6;65.81;511.13;29.39;20.92;81.51
2164;243.56;64.32;460.67;30.47;21.26;71.74
2165;626.12;65.17;449.83;37.88;21.34;76.35
2166;431.28;64.54;464.66;33.47;22.36;85.37
2167;434.72;68.41;491.28;15.1;19.23;64.72
2168;432.09;68.77;485.44;38.0;20.05;87.7
2169;458.83;73.92;504.46;26.9;21.5;86.84
2170;537.78;66.15;419.05;24.88;16.85;61.42
2171;628.42;69.46;510.18;39.82;20.53;88.37
2172;307.63;64.95;517.95;36.09;20.34;76.98
2173;512.46;71.6;493.18;27.39;18.24;86.28
2174;396.57;67.47;539.72;30.81;19.92;89.07
2175;469.52;71.4;516.36;27.75;17.05;65.84
2176;513.42;62.29;497.47;32.67;20.37;71.61
2177;381.67;67.63;499.09;31.94;21.74;84.13
2178;328.7;66.62;544.04;31.53;20.02;90.6
2179;403.86;57.43;483.1;28.35;22.42;89.71
2180;400.24;65.09;474.04;24.64;21.83;90.41
2181;534.75;70.03;511.0;26.73;17.68;71.29
2182;376.57;63.08;546.07;31.64;19.72;77.3
2183;415.94;68.35;487.76;24.61;21.56;85.75
2184;249.36;68.71;485.13;31.95;20.68;79.94
2185;372.5;68.4;595.86;17.11;22.31;81.29
2186;386.67;68.31;484.97;39.88;18.2;86.23
2187;420.21;64.38;453.01;27.43;21.33;85.94
2188;404.76;61.54;545.36;32.57;22.28;82.04
2189;383.41;70.41;511.94;27.35;17.54;87.13
2190;426.26;66.86;465.32;28.64;20.06;65.73
2191;299.19;72.85;546.34;29.39;19.26;76.19
2192;394.29;71.76;553.84;25.84;21.6;87.19
2193;553.71;75.23;442.34;24.65;20.4;74.74
2194;340.43;65.37;413.23;28.4;23.12;84.01
2195;416.04;72.93;509.88;22.89;21.67;79.65
2196;364.68;63.82;427.23;26.86;19.89;77.96
2197;440.76;61.38;510.44;33.32;20.26;77.22
2198;504.94;62.94;434.2;33.97;20.47;68.57
2199;419.08;69.27;517.23;37.9;22.14;80.81
2200;477.45;66.76;530.61;32.07;20.46;67.12
2201;390.6;69.59;454.89;29.63;18.22;77.4
2202;377.98;62.93;514.67;36.25;21.89;87.09
2203;453.38;62.88;528.02;30.84;18.63;84.08
2204;367.7;65.22;464.88;33.85;23.22;80.99
2205;308.87;60.53;507.02;40.37;20.33;69.82
2206;502.38;67.8;578.71;20.4;15.98;77.51
2207;341.05;67.73;542.46;28.26;19.6;76.69
2208;369.62;66.31;548.29;34.21;17.67;76.82
2209;510.79;62.43;460.88;37.01;19.57;84.09
2210;498.86;60.34;477.76;31.36;18.8;90.99
2211;390.6;68.74;489.68;35.19;19.08;71.08
2212;450.5;62.47;582.89;31.36;21.52;86.43
2213;459.07;71.47;529.58;31.54;17.05;70.77
2214;580.04;65.47;578.66;30.46;21.63;88.81
2215;475.96;61.77;421.04;34.38;22.6;69.23
2216;388.54;69.96;535.13;32.51;22.95;72.57
2217;364.86;76.32;482.2;26.27;19.93;71.31
2218;347.15;71.7;551.51;22.53;19.97;70.61
2219;445.2;64.21;519.58;15.62;21.65;83.03
2220;392.45;76.26;474.95;28.23;18.34;78.79
2221;541.5;59.74;521.2;45.12;20.48;76.69
2222;291.09;65.43;496.99;32.85;22.56;79.11
2223;525.56;63.67;455.6;24.22;20.93;80.5
2224;384.47;62.98;544.92;24.16;20.11;68.07
2225;477.72;60.53;499.7;34.88;19.58;79.89
2226;392.95;70.42;438.92;29.58;19.94;82.52
2227;352.35;62.1;521.57;34.94;21.57;85.72
2228;531.26;70.56;516.79;29.71;19.26;78.99
2229;537.81;64.55;609.05;21.63;17.6;76.25
2230;539.16;71.71;497.79;21.24;19.95;78.44
2231;318.75;67.8;582.77;24.12;22.13;86.33
2232;516.49;68.34;504.72;23.48;19.13;81.69
2233;393.63;68.84;516.96;28.97;18.15;82.35
2234;434.98;59.86;502.0;37.13;20.95;84.75
2235;521.24;74.25;537.92;31.4;19.3;83.81
2236;325.87;74.92;552.78;30.61;19.11;79.1
2237;628.44;65.59;520.7;38.55;18.25;69.14
2238;234.88;70.01;459.49;27.29;19.86;75.05
2239;400.03;67.05;405.64;29.15;18.77;82.18
2240;428.03;66.26;524.49;45.04;19.52;88.42
2241;432.31;73.57;601.42;28.72;18.93;95.84
2242;394.65;62.91;434.43;23.87;21.37;81.91
2243;285.06;67.72;555.49;25.28;17.75;85.32
2244;245.41;61.43;478.05;41.01;20.39;84.34
2245;432.62;63.23;530.14;22.11;20.4;81.39
2246;464.85;72.43;580.73;36.24;15.4;80.19
2247;460.29;65.27;497.98;29.98;16.98;70.19
2248;479.22;66.0;559.41;38.73;19.17;84.81
2249;329.24;73.44;649.17;29.72;18.08;84.42
2250;367.89;72.7;586.0;31.31;18.17;84.39
2251;381.77;65.72;527.77;27.42;19.52;84.44
2252;356.35;66.0;467.61;36.65;19.01;79.16
2253;382.42;66.67;482.33;21.31;17.08;65.38
2254;387.18;66.46;551.26;27.33;19.26;71.03
2255;499.68;59.89;535.63;39.78;20.22;86.0
2256;473.25;77.97;516.04;21.95;20.11;78.26
2257;451.8;71.37;545.55;30.41;22.07;78.32
2258;594.93;72.56;529.04;12.48;18.83;72.89
2259;387.6;74.04;457.68;28.5;20.99;70.76
2260;473.2;66.17;508.48;33.27;21.52;94.7
2261;397.29;63.72;498.06;38.1;21.42;84.26
2262;594.17;65.11;462.58;27.78;17.06;75.42
2263;470.42;69.69;540.66;41.24;21.44;72.7
2264;605.05;65.62;466.44;38.51;19.34;88.9
2265;421.55;77.31;567.17;26.58;18.35;84.1
2266;528.88;72.5;541.36;29.4;19.51;76.89
2267;439.86;73.55;563.58;27.98;20.11;71.26
2268;378.92;65.6;469.33;25.85;19.0;71.76
2269;540.09;64.28;480.64;28.47;17.84;81.29
2270;503.11;73.0;561.51;35.03;19.08;78.05
2271;364.57;63.71;491.99;39.9;18.66;85.54
2272;570.23;66.62;434.74;32.22;17.11;76.89
2273;481.28;65.09;559.51;36.96;20.19;83.49
2274;346.72;65.18;447.66;26.17;19.28;83.8
2275;502.12;71.51;573.81;38.37;17.8;74.96
2276;248.34;70.43;529.18;18.78;20.37;85.13
2277;420.85;61.98;456.59;32.2;19.73;72.64
2278;485.39;72.72;553.55;33.5;22.05;89.38
2279;455.65;68.41;458.05;30.72;20.87;81.99
2280;503.2;67.03;484.01;44.42;21.22;80.26
2281;522.63;57.95;430.81;39.87;19.24;77.75
2282;399.78;81.59;468.7;19.49;18.89;76.72
2283;288.14;66.07;511.96;32.43;22.08;82.16
2284;636.43;62.77;464.32;24.3;21.65;79.26
2285;361.97;62.08;550.81;27.63;21.62;90.28
2286;163.57;69.59;526.44;20.39;18.31;95.98
2287;520.75;67.95;512.87;30.68;20.24;83.86
2288;660.79;65.77;403.81;24.28;22.11;85.37
2289;337.76;66.44;539.76;33.8;18.57;91.06
2290;401.21;66.27;451.45;32.93;19.6;78.81
2291;427.71;72.26;539.84;39.56;19.01;82.28
2292;530.94;62.91;473.54;27.49;21.03;73.46
2293;596.35;62.76;555.12;27.61;20.91;77.76
2294;545.77;64.06;479.06;36.15;22.58;82.4
2295;563.59;70.51;486.7;26.06;20.36;93.45
2296;378.9;74.6;509.11;25.9;18.16;82.68
2297;503.75;77.37;474.27;15.85;20.49;62.77
2298;373.05;63.56;533.93;41.8;20.75;71.07
2299;589.65;69.6;542.21;31.79;22.64;88.12
2300;426.51;77.11;576.73;24.55;21.56;85.78
2301;386.43;62.62;549.27;33.15;19.57;88.7
2302;392.58;60.13;497.67;33.21;22.36;81.83
2303;520.7;65.58;457.49;28.42;19.36;79.64
2304;474.48;73.52;461.1;31.47;21.42;77.65
2305;457.6;71.64;511.09;32.06;23.56;82.5
2306;599.18;71.16;456.17;38.24;19.96;84.09
2307;495.12;70.62;498.28;30.94;16.21;74.1
2308;547.07;67.04;465.26;29.66;18.72;82.23
2309;375.74;68.99;564.05;34.0;19.54;81.52
2310;427.95;79.68;506.01;17.62;18.85;80.02
2311;427.82;77.25;530.59;27.26;22.49;85.67
2312;533.46;68.74;491.68;27.23;17.86;77.67
2313;553.86;74.25;525.98;22.57;20.89;80.92
2314;394.19;62.79;464.01;32.47;20.37;79.2
2315;391.28;72.17;510.05;27.62;19.92;82.08
2316;499.29;71.9;450.94;22.81;18.94;77.62
2317;280.21;71.72;514.81;21.62;20.99;77.38
2318;438.42;62.6;505.6;34.85;23.23;79.44
2319;522.4;73.09;515.62;23.94;19.8;84.34
2320;373.73;56.97;496.82;37.28;21.18;85.71
2321;361.53;74.57;529.51;25.3;22.03;81.61
2322;490.89;71.59;455.26;26.9;20.05;73.32
2323;376.29;63.62;540.44;35.92;19.13;93.22
2324;381.23;60.85;516.54;31.83;19.29;80.83
2325;422.62;66.38;518.76;39.21;16.98;82.0
2326;504.99;68.25;552.52;26.84;20.02;66.74
2327;345.48;56.06;496.89;23.13;19.21;78.43
2328;256.67;60.26;473.39;32.96;22.37;87.27
2329;223.9;62.07;529.48;27.58;19.36;78.23
2330;299.52;65.84;469.78;39.24;23.74;86.19
2331;398.68;64.42;458.23;27.27;21.55;84.68
2332;550.19;75.64;469.23;36.59;16.57;81.09
2333;624.5;66.17;439.92;27.53;21.51;69.69
2334;502.42;67.89;515.07;40.43;20.65;92.37
2335;461.06;66.96;498.26;29.4;24.79;88.73
2336;520.57;68.81;466.09;23.81;16.43;75.38
2337;444.14;56.97;477.81;32.01;22.6;70.16
2338;458.37;67.42;526.49;41.84;20.47;88.79
2339;600.47;74.56;490.03;23.27;22.43;86.6
2340;421.67;65.0;491.39;28.27;22.57;92.75
2341;502.02;63.42;484.97;41.51;20.29;78.25
2342;481.86;66.78;531.89;33.19;19.26;74.36
2343;473.87;69.99;501.02;21.32;20.01;71.72
2344;427.89;64.66;477.23;28.94;20.09;71.31
2345;468.19;68.25;472.2;28.98;21.97;72.15
2346;365.6;77.08;476.78;13.07;22.48;83.3
2347;550.79;62.93;480.66;32.1;19.25;86.46
2348;255.3;67.83;492.08;24.83;21.52;74.55
2349;270.65;68.81;484.0;30.73;21.77;70.83
2350;438.83;75.41;550.2;20.35;16.31;78.62
2351;357.92;61.81;520.81;32.85;19.81;79.59
2352;477.88;66.9;447.31;39.25;22.2;80.95
2353;321.42;74.54;503.94;29.8;20.67;81.46
2354;354.6;67.91;513.27;35.09;18.68;77.11
2355;697.13;66.9;553.54;26.57;20.72;80.59
2356;413.84;68.16;487.06;29.68;22.29;81.57
2357;484.74;64.82;483.04;35.97;21.27;77.39
2358;535.8;73.09;526.74;27.78;19.54;80.84
2359;398.08;64.22;523.62;34.71;19.89;79.62
2360;479.77;70.86;520.19;21.49;21.13;72.29
2361;525.48;69.44;501.99;31.43;20.75;70.23
2362;402.21;74.53;487.85;14.26;20.97;85.63
2363;257.23;69.72;478.49;31.98;21.47;80.32
2364;376.01;66.33;522.5;29.82;18.38;72.4
2365;483.93;60.77;545.39;37.63;22.2;86.01
2366;313.68;67.79;555.48;28.43;19.99;81.09
2367;286.5;60.13;516.04;36.48;20.71;84.62
2368;407.67;72.83;551.16;28.35;17.49;67.63
2369;475.71;70.42;561.21;22.48;21.14;89.54
2370;365.03;79.9;585.82;26.64;19.66;85.21
2371;509.32;73.32;489.24;33.59;19.36;79.16
2372;404.49;66.39;448.67;28.07;21.02;73.04
2373;299.97;63.62;499.33;31.91;20.46;77.73
2374;381.63;69.83;476.8;19.36;20.16;82.68
2375;348.91;69.48;474.41;26.7;18.75;74.56
2376;397.42;67.14;508.07;29.24;22.99;96.43
2377;275.49;70.7;643.31;33.05;21.49;92.38
2378;550.96;61.63;442.98;26.99;22.21;81.22
2379;474.67;67.97;576.89;17.9;19.67;89.11
2380;350.35;70.21;578.69;30.16;17.56;67.45
2381;453.28;56.3;428.2;24.08;21.09;74.97
2382;435.56;63.13;484.23;41.05;21.04;77.64
2383;398.29;61.47;488.83;22.99;20.47;78.75
2384;428.94;64.63;454.06;35.94;22.04;78.52
2385;287.36;62.93;504.92;31.53;22.96;74.77
2386;468.95;65.94;519.22;32.32;20.64;77.81
2387;412.21;66.99;450.66;35.57;21.14;84.0
2388;314.47;74.6;516.25;25.17;20.64;76.2
2389;582.56;73.24;492.49;23.58;20.65;83.78
2390;569.06;60.43;545.74;34.09;17.28;75.63
2391;462.62;73.34;438.22;21.45;18.63;76.2
2392;470.8;75.5;433.3;29.29;18.9;74.38
2393;243.7;58.25;553.71;32.68;20.21;77.1
2394;420.14;63.12;455.05;32.25;19.46;71.66
2395;499.63;62.2;488.9;37.94;21.72;89.84
2396;240.67;66.17;539.8;32.74;25.25;86.65
2397;328.53;65.97;463.16;24.99;23.89;86.33
2398;445.78;64.84;546.35;31.68;17.09;79.92
2399;269.67;83.9;593.26;23.22;18.18;69.43
2400;546.47;62.43;543.65;39.47;19.11;92.59
2401;460.76;68.2;541.26;26.3;20.17;85.9
2402;562.91;59.95;533.42;24.29;20.46;74.28
2403;330.67;71.15;553.47;29.71;22.7;93.61
2404;559.83;81.52;556.77;39.12;17.89;69.67
2405;534.84;68.68;507.3;29.57;16.48;73.11
2406;400.65;68.7;510.5;37.78;20.99;87.46
2407;504.14;68.14;485.77;20.59;17.89;85.27
2408;389.56;68.88;425.43;27.15;19.73;68.97
2409;488.24;61.63;552.23;29.54;21.36;88.97
2410;454.0;66.03;465.12;26.3;21.88;72.84
2411;406.21;59.26;444.08;29.69;22.63;80.59
2412;567.08;62.39;555.52;33.72;19.71;83.48
2413;391.01;59.69;525.78;34.83;21.29;76.92
2414;347.16;64.54;539.34;21.01;21.11;74.67
2415;569.45;66.32;492.69;25.49;21.35;79.34
2416;526.14;66.36;523.62;36.33;17.88;76.78
2417;503.4;69.19;532.64;34.37;16.99;75.89
2418;467.71;73.24;470.61;30.77;18.04;82.43
2419;475.26;63.45;474.44;23.73;16.96;75.66
2420;409.51;70.27;495.38;28.18;21.69;82.4
2421;385.37;64.01;497.51;29.98;21.8;74.37
2422;468.93;66.54;387.66;31.56;21.99;77.3
2423;381.69;58.15;541.78;32.38;19.76;82.19
2424;532.04;72.89;540.09;29.04;21.4;79.65
2425;425.28;72.41;567.65;35.48;20.75;86.29
2426;405.94;65.08;493.29;28.24;22.76;73.76
2427;241.4;63.76;506.0;36.97;21.14;86.54
2428;450.09;65.53;477.76;33.17;19.85;85.51
2429;526.59;57.61;533.34;23.35;22.03;76.19
2430;435.8;71.66;518.6;30.21;18.43;78.02
2431;500.79;72.7;516.15;33.8;18.72;71.11
2432;433.43;74.74;508.19;32.45;19.96;86.15
2433;379.44;65.6;418.81;35.94;20.36;71.46
2434;594.11;66.97;438.56;25.92;17.27;83.72
2435;397.54;68.99;481.13;41.52;18.5;85.41
2436;495.16;63.64;464.68;16.55;22.58;76.32
2437;437.3;65.52;583.85;23.47;23.78;84.99
2438;564.12;66.05;399.55;41.06;21.32;70.58
2439;499.16;66.06;436.91;36.93;19.17;69.56
2440;397.09;69.43;452.58;26.91;23.0;84.55
2441;402.92;65.48;499.26;27.75;20.75;78.84
2442;453.52;68.7;520.07;34.7;19.02;84.65
2443;431.23;66.11;492.89;23.08;22.11;89.21
2444;442.11;58.68;503.05;27.88;17.95;83.56
2445;529.59;69.97;527.92;32.68;20.34;84.66
2446;325.13;69.53;516.03;29.83;19.0;80.87
2447;502.8;70.91;459.14;37.11;20.03;66.91
2448;485.44;67.03;501.71;23.1;19.23;73.11
2449;487.83;66.62;494.73;23.63;20.58;70.23
2450;295.29;69.16;485.13;21.13;20.45;74.19
2451;436.04;60.48;381.68;36.6;19.73;72.45
2452;314.72;68.4;541.81;32.91;21.25;88.67
2453;346.96;63.7;480.47;36.99;18.84;79.4
2454;454.29;68.35;471.92;10.45;22.25;76.14
2455;444.38;66.05;507.77;35.96;20.76;81.63
2456;394.93;67.83;514.91;25.37;18.6;83.19
2457;385.27;60.07;447.75;34.37;23.36;88.27
2458;500.26;66.48;466.07;18.11;19.44;76.77
2459;448.18;65.57;527.41;29.61;22.63;86.87
2460;519.73;71.41;508.8;32.11;18.45;82.82
2461;359.95;67.31;486.6;13.24;21.29;75.0
2462;528.46;67.2;483.34;27.44;20.04;76.33
2463;469.34;72.52;483.92;30.44;22.03;83.98
2464;437.69;61.74;434.87;33.78;18.88;70.37
2465;530.77;67.11;568.09;25.39;20.25;83.62
2466;410.61;66.3;424.9;24.39;20.39;79.81
2467;528.55;66.35;516.57;33.99;18.55;76.19
2468;570.54;68.52;563.63;23.08;21.07;91.98
2469;424.04;65.71;524.21;25.86;18.73;76.2
2470;365.78;71.59;551.27;28.63;18.19;85.21
2471;487.52;62.83;513.3;33.79;21.94;78.8
2472;494.21;73.3;588.74;25.36;18.33;85.11
2473;495.91;77.3;468.54;33.01;20.72;85.78
2474;576.11;70.69;427.77;25.33;16.47;74.47
2475;543.5;64.52;419.76;30.78;19.96;73.05
2476;380.61;68.65;537.43;28.86;21.96;81.34
2477;367.85;76.17;548.87;25.0;20.12;89.35
2478;398.62;71.1;514.46;38.4;16.65;76.83
2479;452.25;65.69;541.96;33.04;19.07;81.31
2480;435.82;71.72;572.65;26.43;19.43;86.12
2481;465.66;67.05;552.06;32.32;17.99;84.2
2482;775.14;76.18;499.61;38.97;18.88;86.58
2483;386.24;75.99;555.74;35.74;18.68;82.89
2484;484.49;61.2;525.75;32.56;20.5;75.92
2485;441.14;67.42;437.11;21.75;19.76;74.68
2486;379.92;61.89;551.93;41.79;22.13;91.13
2487;354.37;63.47;462.29;35.82;19.92;71.65
2488;496.17;70.31;441.68;32.89;20.82;81.01
2489;470.42;66.55;468.92;33.58;22.17;83.05
2490;386.32;70.48;498.99;20.66;20.2;81.22
2491;482.15;72.46;511.64;22.94;19.16;83.1
2492;491.38;65.32;462.8;25.01;18.39;74.46
2493;349.62;67.99;611.35;35.0;19.05;86.43
2494;448.98;72.67;477.81;36.84;18.65;73.12
2495;373.14;69.84;523.89;24.16;20.23;86.46
2496;316.35;71.08;538.67;27.91;21.1;78.06
2497;363.59;67.11;534.16;36.39;20.31;78.66
2498;443.31;63.84;491.15;23.84;19.01;64.98
2499;459.64;65.73;433.0;23.99;20.23;85.12
2500;510.44;64.28;500.66;26.93;20.82;74.27
2501;608.95;61.84;469.96;40.81;21.13;80.8
2502;619.46;67.94;455.98;27.8;20.8;76.43
2503;438.34;77.97;561.2;23.36;17.38;80.37
2504;481.91;76.24;508.02;27.26;18.5;78.67
2505;327.98;64.54;465.77;25.71;19.72;66.98
2506;495.91;68.08;505.01;40.23;20.47;79.66
2507;288.63;65.73;457.07;24.59;20.08;74.41
2508;309.57;65.89;467.23;28.59;22.85;83.02
2509;311.63;65.24;549.39;34.86;19.74;70.74
2510;455.82;63.66;544.45;36.57;22.15;80.54
2511;308.92;63.77;547.18;27.55;20.03;80.6
2512;452.76;63.07;399.07;24.2;20.74;81.05
2513;570.61;69.36;507.62;22.83;21.19;80.13
2514;490.0;66.43;452.62;25.94;17.2;78.43
2515;410.24;66.0;468.43;31.51;19.59;77.11
2516;463.32;72.37;603.54;23.63;20.98;85.14
2517;430.23;73.75;518.53;18.45;21.1;87.64
2518;398.95;65.6;526.43;36.11;18.96;85.97
2519;376.13;71.36;419.67;26.28;20.79;74.35
2520;370.84;73.21;605.49;27.06;17.39;89.54
2521;401.45;67.97;524.81;24.48;20.79;79.36
2522;359.1;60.93;546.94;47.24;15.71;86.76
2523;504.66;61.79;447.89;35.13;18.5;81.68
2524;502.21;62.25;456.0;24.64;20.54;84.16
2525;463.37;69.71;492.38;29.93;21.22;86.18
2526;435.91;65.97;464.26;36.73;19.57;84.44
2527;401.26;71.98;588.5;26.6;21.84;81.5
2528;425.48;65.27;483.07;38.9;21.66;81.94
2529;423.56;74.74;490.53;29.61;19.04;75.96
2530;571.78;71.39;559.04;27.09;20.18;91.95
2531;436.37;58.34;566.36;37.8;19.73;80.7
2532;568.21;70.12;498.12;20.52;19.86;85.06
2533;354.39;64.5;548.2;30.81;18.37;76.76
2534;542.09;66.15;428.79;43.83;19.02;69.17
2535;443.97;65.95;529.87;38.37;20.89;96.06
2536;568.69;68.79;403.75;32.84;18.86;72.23
2537;567.61;65.65;528.53;35.92;22.25;95.92
2538;412.13;62.16;500.37;25.4;22.83;85.84
2539;354.36;69.48;508.16;36.9;20.98;89.07
2540;419.58;72.86;535.84;32.31;19.78;87.36
2541;527.94;65.56;507.81;34.42;18.62;75.03
2542;510.92;60.96;519.2;16.36;22.04;77.86
2543;422.86;61.73;520.8;29.13;18.2;73.39
2544;358.58;73.92;459.82;36.55;19.28;84.68
2545;462.48;66.7;519.92;33.49;20.8;82.61
2546;344.45;66.1;509.34;21.09;21.43;81.97
2547;363.19;67.76;452.11;22.48;17.9;63.82
2548;431.2;64.64;457.56;31.39;16.75;71.36
2549;244.37;60.61;525.06;34.74;21.96;88.84
2550;492.31;65.69;452.38;33.84;20.47;74.69
2551;648.21;67.69;476.09;26.54;19.65;73.72
2552;510.62;61.75;433.51;24.25;20.27;69.58
2553;567.99;70.65;470.43;28.94;21.39;75.48
2554;456.38;66.97;494.96;27.74;20.23;81.76
2555;595.75;61.79;508.29;35.92;16.82;76.77
2556;370.89;73.03;560.06;30.87;18.56;85.47
2557;323.35;62.96;538.15;40.4;20.84;82.86
2558;565.01;69.1;533.76;25.56;21.14;88.94
2559;472.16;63.4;573.22;31.35;19.06;80.92
2560;300.03;74.73;502.9;20.57;20.68;72.17
2561;458.39;74.35;459.26;22.22;16.64;74.8
2562;206.43;55.17;528.81;29.68;20.76;76.24
2563;455.94;66.06;564.02;24.57;20.05;83.9
2564;520.64;66.16;454.93;43.45;18.14;74.89
2565;441.35;69.05;510.46;29.8;19.99;82.38
2566;429.75;61.71;540.72;29.4;19.11;86.64
2567;433.69;70.2;452.11;23.17;17.16;78.93
2568;511.07;69.71;514.57;24.89;18.57;66.92
2569;358.89;67.45;463.8;27.79;18.93;78.56
2570;451.83;67.48;534.03;30.66;22.23;74.85
2571;553.36;64.74;507.9;31.43;21.26;88.07
2572;410.34;64.45;396.99;28.27;22.17;68.29
2573;440.86;71.06;506.46;32.61;20.94;83.81
2574;465.05;70.93;466.77;31.96;20.75;82.03
2575;495.82;63.62;506.24;24.79;18.88;80.57
2576;398.89;70.86;546.65;33.02;19.22;78.74
2577;282.3;54.06;514.94;37.35;21.66;78.82
2578;456.35;69.3;583.77;28.21;21.03;84.12
2579;398.95;65.4;498.41;39.38;19.22;83.13
2580;475.95;68.59;510.85;18.91;18.65;79.96
2581;547.76;77.24;564.44;33.91;19.98;78.36
2582;311.55;59.17;538.06;39.12;23.03;87.81
2583;329.8;64.74;494.09;39.25;19.0;78.36
2584;391.66;56.35;505.04;37.64;20.61;83.2
2585;443.97;64.91;431.58;33.02;21.87;77.66
2586;423.42;68.47;509.55;30.38;20.14;75.74
2587;536.4;62.13;475.72;15.79;23.43;65.2
2588;636.62;69.63;482.42;38.07;19.04;89.77
2589;398.41;59.57;556.02;29.97;20.59;88.79
2590;420.55;58.57;497.6;41.84;19.03;74.51
2591;627.79;65.01;566.9;26.68;22.2;87.57
2592;456.08;69.89;605.54;30.1;19.21;78.91
2593;444.51;67.52;510.01;23.1;21.85;80.64
2594;523.69;73.68;630.48;27.56;17.13;84.26
2595;209.96;71.61;505.44;31.81;16.75;71.54
2596;378.55;62.24;528.22;39.07;19.95;73.66
2597;425.0;66.96;514.91;27.84;17.46;81.99
2598;375.93;61.9;548.63;30.63;20.58;88.23
2599;451.2;70.13;454.76;30.36;21.24;74.92
2600;423.43;62.95;464.3;26.49;21.74;80.55
2601;443.57;65.24;519.87;12.15;19.81;76.79
2602;412.12;64.37;586.75;30.18;21.59;82.09
2603;461.11;61.55;450.49;31.5;19.32;79.58
2604;504.54;63.26;481.86;27.49;18.08;77.05
2605;388.73;60.48;500.99;39.61;19.13;79.83
2606;355.55;72.53;448.93;27.47;16.66;74.01
2607;446.19;67.44;508.37;24.31;18.56;81.74
2608;620.17;65.28;524.97;24.87;17.93;84.63
2609;479.95;60.77;546.51;23.79;20.82;71.91
2610;496.19;70.57;523.3;37.83;18.11;81.74
2611;348.19;69.81;581.33;26.07;20.88;95.11
2612;496.57;61.19;452.65;35.31;20.06;84.79
2613;393.91;62.67;466.32;31.29;20.59;73.46
2614;440.08;67.79;523.2;28.55;18.82;76.6
2615;380.2;72.02;458.89;33.55;17.89;81.27
2616;435.38;69.52;400.49;31.28;22.03;70.97
2617;433.12;74.22;525.89;30.55;21.07;88.74
2618;479.62;74.24;485.06;24.9;19.48;81.93
2619;485.2;60.02;480.41;35.93;20.19;95.44
2620;540.09;61.85;581.08;36.46;17.94;73.78
